text,x,y,width,paragraph_height,para_line_count,Avg_line_height,file_name
Right to Change Premium Rates...................................................................................................... 7,108,340.7460022,444.9000244,11.64898682,1,11.64898682,Sample documents\MetLife-Critical-Illness-Policy-Information
GRACE PERIOD ........................................................................................................................................... 8 END OF INSURANCE PROVIDED BY THIS POLICY.................................................................................. 9,72,352.394989,478,36.05001831,2,18.02500916,Sample documents\MetLife-Critical-Illness-Policy-Information
GENERAL PROVISIONS ............................................................................................................................ 10 Entire Contract ............................................................................................................................... 10,72,388.4450073,470.9000244,29.25,2,14.625,Sample documents\MetLife-Critical-Illness-Policy-Information
Policy Changes or Waivers. ........................................................................................................... 10 Incontestability: Statements Made by the Policyholder .................................................................. 10 Incontestability: Statements Made by Covered Persons................................................................ 10 Certificates ..................................................................................................................................... 10 Assignment..................................................................................................................................... 10 Information Needed and Policy Administration .............................................................................. 11 Misstatement of Age....................................................................................................................... 11 Non-Dividend Paying...................................................................................................................... 11 Conformity with Law ....................................................................................................................... 11 Standard of Time ............................................................................................................................ 11,108,417.6950073,442,120,10,12,Sample documents\MetLife-Critical-Illness-Policy-Information
"SCHEDULE OF EXHIBITS .........................................................................................................  SCH/EXHIBITS EXHIBIT 1: Schedule of Premium Rates ................................................................................ EXHIBIT1 EXHIBIT 2: Certificate Forms   ................................................................................................ EXHIBIT2 EXHIBIT 3: List of Policyholder Subsidiaries, Affiliates and Divisions   .................................. EXHIBIT3",72,537.6950073,470.9000244,70.39996338,5,14.07999268,Sample documents\MetLife-Critical-Illness-Policy-Information
DEFINITIONS,72,49.19900131,476.7999878,27.99899673,1,27.99899673,Sample documents\MetLife-Critical-Illness-Policy-Information
"As used in this policy, the terms listed below will have the meanings defined below.  When defined terms are used in this policy, they will appear with initial capitalization.  The plural use of a term defined in the singular will share the same meaning.",72,77.19799805,475.9500122,46.69999695,3,15.56666565,Sample documents\MetLife-Critical-Illness-Policy-Information
Covered Person means an Employee and/or a Dependent as set forth in the Exhibits attached to this policy which applies to the Employee.,72,123.8980026,475.9000244,34.84999847,2,17.42499924,Sample documents\MetLife-Critical-Illness-Policy-Information
Dependent means an individual who is eligible for insurance as provided in the Exhibits attached to this policy.,72,158.7480011,468.5499878,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
Employee means an individual who is eligible for insurance as an Employee as set forth in the Exhibits attached to this policy which applies to that individual.,72,193.5980072,453.7999878,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
"Employer means the Policyholder shown on page 1 and any subsidiaries, affiliates, divisions, branches or other similar entities of such Policyholder as specified in Exhibit 3.",72,228.447998,467.5,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
Policy Anniversary is defined on page 1.,72,263.2980042,476.7999878,23.39898682,1,23.39898682,Sample documents\MetLife-Critical-Illness-Policy-Information
Policy Month.  The first Policy Month will begin on the effective date shown on page 1.  Subsequent Policy Months will begin on the same day of each subsequent calendar month.,72,286.696991,472.6500244,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
Premium means the amount that must be paid to MetLife for all the insurance provided under this policy. Premium Due Date is defined on page 1.,72,321.5469971,462.2999878,47.54998779,2,23.7749939,Sample documents\MetLife-Critical-Illness-Policy-Information
"Signed means any symbol or method executed or adopted by a person with the present intention to authenticate a record, and which is on or transmitted by paper or electronic media, and which is consistent with applicable law.",72,369.0969849,467.2999878,46.70001221,3,15.56667074,Sample documents\MetLife-Critical-Illness-Policy-Information
"Written or Writing means a record which is on or transmitted by paper or electronic media, and that is consistent with applicable law.",72,415.7969971,450.7999878,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
SCHEDULE OF INSURANCE,72,49.19900131,480.3499756,39.79899979,1,39.79899979,Sample documents\MetLife-Critical-Illness-Policy-Information
The Schedules of Insurance which apply under this policy are set forth in the Exhibits attached to this policy.,72,88.9980011,480.3499756,23.39900208,1,23.39900208,Sample documents\MetLife-Critical-Illness-Policy-Information
ELIGIBILITY AND EFFECTIVE DATES OF INSURANCE,72,112.3970032,480.3499756,35.19900513,1,35.19900513,Sample documents\MetLife-Critical-Illness-Policy-Information
The Eligibility and Effective Dates of Insurance provisions that apply under this policy are set forth in the Exhibits that are attached to this policy.,72,147.595993,455.8499756,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
CONTRIBUTIONS,72,182.4459991,480.3499756,23.39900208,1,23.39900208,Sample documents\MetLife-Critical-Illness-Policy-Information
The maximum amount that an Employee may be required to contribute to the cost of insurance will not exceed the Premium charged for the amounts of such insurance.,72,205.8450012,451.0499878,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
PREMIUM RATE(S),72,240.6950073,480.3499756,23.39898682,1,23.39898682,Sample documents\MetLife-Critical-Illness-Policy-Information
Initial Rate(s),72,264.0939941,480.3499756,23.39898682,1,23.39898682,Sample documents\MetLife-Critical-Illness-Policy-Information
The initial Premium rate(s) are shown in Exhibit 1. Frequency of Premium Payment,72,287.4930115,226.0499878,47.54998779,2,23.7749939,Sample documents\MetLife-Critical-Illness-Policy-Information
"Premiums for this policy will be paid as shown on page 1. MetLife and the Policyholder may agree that payment be made in advance every 3, 6 or 12 months.",72,335.0429993,461.8499756,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
Computation of Premium,72,369.8930054,480.3499756,23.39898682,1,23.39898682,Sample documents\MetLife-Critical-Illness-Policy-Information
"The Premium due on any Premium Due Date is determined by the total amount of insurance provided by this policy on such Premium Due Date, multiplied by the appropriate Premium rate(s) which are then in effect subject to any Premium adjustments, if applicable.",72,393.2919922,472.4500122,46.70001221,3,15.56667074,Sample documents\MetLife-Critical-Illness-Policy-Information
MetLife may use any reasonable method to compute Premiums due under this policy. Premiums for Changes in Insurance,72,439.9920044,380.1000061,47.54998779,2,23.7749939,Sample documents\MetLife-Critical-Illness-Policy-Information
"For insurance that takes effect after the first day of a Policy Month, Premium will be charged from the first day of the next Policy Month. However, if a policy amendment or evidence of good health is required for such insurance, Premium will be charged as of the date such insurance takes effect. If insurance ends, Premium will be charged to the date insurance ends.",72,487.5419922,477.8499756,58.54998779,4,14.63749695,Sample documents\MetLife-Critical-Illness-Policy-Information
PREMIUM RATES (Continued) Right to Change Premium Rates,72,49.19900131,161.8000031,51.35000229,2,25.67500114,Sample documents\MetLife-Critical-Illness-Policy-Information
"MetLife may change Premium rates for changes which materially affect the risk assumed for the insurance provided by this policy, as follows:",72,100.5490036,468.9000244,46.75000763,2,23.37500381,Sample documents\MetLife-Critical-Illness-Policy-Information
1. when this policy is amended or endorsed;,72,147.298996,479.0999756,11.49899292,1,11.49899292,Sample documents\MetLife-Critical-Illness-Policy-Information
"2. when a class of eligible persons is added to or deleted from this policy for any reason including corporate restructuring, acquisition, spin-off or similar situations;",72,158.7980042,479.0999756,35.6000061,2,17.80000305,Sample documents\MetLife-Critical-Illness-Policy-Information
"3. when a Policyholder’s subsidiary, affiliate, division, branch or other similar entity is added to or deleted from this policy for any reason including corporate restructuring, acquisition, spin-off or similar situations;",72,194.397995,476.5499878,47.45001221,3,15.81667074,Sample documents\MetLife-Critical-Illness-Policy-Information
4. when there is a significant change in the geographic distribution of insured Employees;,72,241.8480072,479.0999756,24.14900208,1,24.14900208,Sample documents\MetLife-Critical-Illness-Policy-Information
5. when applicable law requires a change in:,72,265.9970093,479.0999756,36.04901123,1,36.04901123,Sample documents\MetLife-Critical-Illness-Policy-Information
a. the insurance provided by this policy; and/or,90,302.04599,461.0999756,11.49899292,1,11.49899292,Sample documents\MetLife-Critical-Illness-Policy-Information
b. the class of persons eligible for insurance under this policy; or,90,313.5450134,461.0999756,12.29901123,1,12.29901123,Sample documents\MetLife-Critical-Illness-Policy-Information
6. when a Premium Due Date coincides with or next follows:,72,325.8439941,479.0999756,23.39898682,1,23.39898682,Sample documents\MetLife-Critical-Illness-Policy-Information
a. a change greater than 10% in the number of Covered Persons since the later of the policy Effective Date and the last date Premium rates were changed; or,90,349.2430115,454.8499756,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
b. a change greater than 10% in the amount of insurance provided by this policy since the later of the policy Effective Date and the last date Premium rates were changed.,90,384.0929871,451.8499756,35.6000061,2,17.80000305,Sample documents\MetLife-Critical-Illness-Policy-Information
"In addition, MetLife may change Premium rates:",72,419.6929932,479.0999756,23.39898682,1,23.39898682,Sample documents\MetLife-Critical-Illness-Policy-Information
"1. except as may be stated in Exhibit 1, on any date on or after the first Policy Anniversary; this will be done no more frequently than every 12 months and only if MetLife notifies the Policyholder, in Writing, at least 60 days before such change; and",72,443.0920105,478.8499756,46.69998169,3,15.56666056,Sample documents\MetLife-Critical-Illness-Policy-Information
2. on any other date agreed to by MetLife and the Policyholder.,72,489.7919922,479.0999756,24.14898682,1,24.14898682,Sample documents\MetLife-Critical-Illness-Policy-Information
The new Premium rates will apply only to Premiums due on or after the date the rate change takes effect.,72,513.940979,479.0999756,23.39898682,1,23.39898682,Sample documents\MetLife-Critical-Illness-Policy-Information
GRACE PERIOD,72,49.19900131,480.7999878,30.79899979,1,30.79899979,Sample documents\MetLife-Critical-Illness-Policy-Information
"Each Premium due after the effective date of this policy may be paid up to 31 days after its Premium Due Date.  This period is the grace period.  The insurance provided by this policy will stay in effect during this period.  MetLife will notify the Policyholder in Writing that, if the Premium is not paid by the end of the grace period, this policy will end at the end of the last day of the grace period.  If MetLife fails to give Written notice to the Policyholder, this policy will continue in effect until the date such notice is given.",72,79.9980011,474.6500244,70.40000916,5,14.08000183,Sample documents\MetLife-Critical-Illness-Policy-Information
"Policyholder’s intent to end this policy during the grace period.  The Policyholder may notify MetLife in Writing prior to the end of the grace period of its intent to end this policy before the end of the grace period.  In this case, this policy will end on the later of:",72,150.397995,474.4000244,58.6000061,3,19.53333537,Sample documents\MetLife-Critical-Illness-Policy-Information
1. the date stated in the notice; or,72,208.9980011,480.7999878,11.49899292,1,11.49899292,Sample documents\MetLife-Critical-Illness-Policy-Information
2. the date MetLife receives the notice.,72,220.496994,480.7999878,12.29899597,1,12.29899597,Sample documents\MetLife-Critical-Illness-Policy-Information
"If the Policyholder replaces this policy with another group insurance policy but does not give MetLife notice of intent to end this policy, the grace period provisions will apply.",72,232.7960052,479.5499878,34.84999084,2,17.42499542,Sample documents\MetLife-Critical-Illness-Policy-Information
Grace period extensions.  MetLife may extend the grace period by giving Written notice to the Policyholder. Such notice will state the date this policy will end if the Premium remains unpaid.,72,267.6459961,479.7000122,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
"Premiums must be paid for a grace period, any extension of such period and any period insurance under this policy was in effect for which Premium was not paid.",72,302.4960022,480.7999878,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
GPNP07-CI,72,49.19900131,480.7999878,11.49900055,1,11.49900055,Sample documents\MetLife-Critical-Illness-Policy-Information
term  Page 8,72,60.69800186,480.7999878,11.54899979,1,11.54899979,Sample documents\MetLife-Critical-Illness-Policy-Information
END OF INSURANCE PROVIDED BY THIS POLICY,72,49.19900131,479.5499878,23.54899979,1,23.54899979,Sample documents\MetLife-Critical-Illness-Policy-Information
The Policyholder can end this policy by giving 31 days advance Written notice to MetLife.  The policy will  end on the later of:,72,72.7480011,462.6500244,46.75,2,23.375,Sample documents\MetLife-Critical-Illness-Policy-Information
1. the date stated in the notice; or,72,119.4980011,479.5499878,11.49899292,1,11.49899292,Sample documents\MetLife-Critical-Illness-Policy-Information
2. the date MetLife receives the notice.,72,130.996994,479.5499878,12.29899597,1,12.29899597,Sample documents\MetLife-Critical-Illness-Policy-Information
MetLife can end this policy as follows:,72,143.2960052,479.5499878,23.39900208,1,23.39900208,Sample documents\MetLife-Critical-Illness-Policy-Information
"1. on the date Premium is not paid when due, subject to the Grace Period provisions;",72,166.6950073,479.5499878,23.39900208,1,23.39900208,Sample documents\MetLife-Critical-Illness-Policy-Information
"2. on any Premium Due Date, by giving the Policyholder 31 days advance Written notice, if less than:",72,190.0939941,479.5499878,42.04899597,1,42.04899597,Sample documents\MetLife-Critical-Illness-Policy-Information
a. 5% of persons eligible under this policy are insured for Contributory Insurance;,90,232.1430054,461.5499878,11.49899292,1,11.49899292,Sample documents\MetLife-Critical-Illness-Policy-Information
b. 100% of persons eligible under this policy are insured for Noncontributory Insurance; or,90,243.6419983,461.5499878,12.29899597,1,12.29899597,Sample documents\MetLife-Critical-Illness-Policy-Information
c. 10 Employees are insured by this policy;,90,255.9409943,461.5499878,12.29899597,1,12.29899597,Sample documents\MetLife-Critical-Illness-Policy-Information
"3. on any Premium Due Date, by giving the Policyholder 60 days advance Written notice, if the Policyholder fails to provide information on a timely basis or perform any obligations required by this policy or any applicable law; or",72,268.2399902,479.25,47.05001831,3,15.68333944,Sample documents\MetLife-Critical-Illness-Policy-Information
"4. on any Policy Anniversary, except during a Rate Guarantee Period as may be provided in Exhibit 1, by giving the Policyholder 31 days advance Written notice.",72,315.2900085,468.9000244,35.70001221,2,17.8500061,Sample documents\MetLife-Critical-Illness-Policy-Information
This policy will end on the date on which the last certificate in effect under this policy ends.,72,350.9899902,479.5499878,23.39898682,1,23.39898682,Sample documents\MetLife-Critical-Illness-Policy-Information
"If this policy ends, all Premiums due must be paid. If MetLife accepts Premium after the date this policy ends, such acceptance will not act to reinstate the policy.  MetLife will refund any unearned Premium.",72,374.3890076,479.5499878,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
GENERAL PROVISIONS,72,49.19900131,480.6500244,11.54899979,1,11.54899979,Sample documents\MetLife-Critical-Illness-Policy-Information
Entire Contract.  The entire contract is made up of the following:,72,60.7480011,480.6500244,35.29899597,1,35.29899597,Sample documents\MetLife-Critical-Illness-Policy-Information
"1. this policy, including its Exhibits, which include the certificates attached as Exhibits to this policy;",72,96.04699707,480.6500244,11.49900055,1,11.49900055,Sample documents\MetLife-Critical-Illness-Policy-Information
"2. the enrollment forms, if any, of those Employees who are Covered Persons;",72,107.5459976,480.6500244,12.2990036,1,12.2990036,Sample documents\MetLife-Critical-Illness-Policy-Information
3. the Policyholder’s application; and,72,119.8450012,480.6500244,12.29899597,1,12.29899597,Sample documents\MetLife-Critical-Illness-Policy-Information
"4. the amendments and endorsements to this policy, if any.",72,132.1439972,480.6500244,12.29899597,1,12.29899597,Sample documents\MetLife-Critical-Illness-Policy-Information
"Policy Changes or Waivers.  The terms and provisions of this policy may be changed, at any time, without the consent of the Covered Persons or anyone else with a beneficial interest in it.  MetLife will issue amendments or endorsements to effect such changes.  MetLife will only make changes that are consistent with applicable law.  An amendment or endorsement will not affect the insurance provided under certificates issued before the effective date of the change, unless retroactivity is consistent with applicable law.",72,144.4429932,473.0999756,82.25001526,6,13.70833588,Sample documents\MetLife-Critical-Illness-Policy-Information
"An officer of MetLife must approve in Writing any change or waiver of the terms and provisions of this policy. A sales representative, or other MetLife employee, who is not an officer of MetLife does not have MetLife’s authority to approve such changes or waivers.  A change or waiver will be evidenced by an amendment Signed by an officer of MetLife and the Policyholder or an endorsement Signed by an officer of MetLife.  A copy of the amendment or endorsement will be provided to the Policyholder for attachment to this policy.",72,226.6929932,475.1500244,82.25,6,13.70833333,Sample documents\MetLife-Critical-Illness-Policy-Information
"Incontestability: Statements Made by the Policyholder.  Any statement made by the Policyholder will be considered a representation and not a warranty.  MetLife will not use such statement to avoid insurance, reduce benefits or defend a claim unless it is contained in a Written application.  MetLife will not use such statement to contest insurance after it has been in force for 2 years from its effective date, or date of last reinstatement, unless the statement is fraudulent.",72,308.9429932,473.0999756,70.40002441,5,14.08000488,Sample documents\MetLife-Critical-Illness-Policy-Information
"Incontestability: Statements Made by Covered Persons.  Any statement made by a Covered Person will be considered a representation and not a warranty.  MetLife will not use such statement to avoid insurance, reduce benefits or defend a claim unless the following requirements are met:",72,379.3429871,473.75,58.6000061,3,19.53333537,Sample documents\MetLife-Critical-Illness-Policy-Information
1. the statement is in a Written application or enrollment form;,72,437.9429932,480.6500244,11.49899292,1,11.49899292,Sample documents\MetLife-Critical-Illness-Policy-Information
2. the Covered Person has Signed the application or enrollment form; and,72,449.4419861,480.6500244,12.29901123,1,12.29901123,Sample documents\MetLife-Critical-Illness-Policy-Information
3. a copy of the application or enrollment form has been given to the Covered Person or his beneficiary.,72,461.7409973,480.6500244,12.29901123,1,12.29901123,Sample documents\MetLife-Critical-Illness-Policy-Information
"MetLife will not use a Covered Person’s statements which relate to insurability to contest insurance after it has been in force for 2 years, unless the statement is fraudulent.  In addition, MetLife will not use such statements to contest an increase or benefit addition to such insurance after the increase or benefit has been in force for 2 years, unless such statement is fraudulent.",72,474.0400085,474.1500244,58.54995728,4,14.63748932,Sample documents\MetLife-Critical-Illness-Policy-Information
"Certificates.  MetLife will issue certificates to the Policyholder, for delivery to each Employee covered under the policy, a certificate that has been prepared for each such Employee so as to describe the Employee's benefits and rights under this policy.",72,532.5900269,456.6500244,46.69995117,3,15.56665039,Sample documents\MetLife-Critical-Illness-Policy-Information
"Assignment. The rights and benefits under this policy are not assignable, except to a physician or other health care provider who provides health care services to a Covered Person, or except as required by law or as permitted by MetLife.",72,579.289978,476.1500244,46.70001221,3,15.56667074,Sample documents\MetLife-Critical-Illness-Policy-Information
GPNP07-CI,72,49.19900131,480.6500244,11.49900055,1,11.49900055,Sample documents\MetLife-Critical-Illness-Policy-Information
gen pro,72,60.69800186,480.6500244,11.54899979,1,11.54899979,Sample documents\MetLife-Critical-Illness-Policy-Information
as endorsed by,72,72.24700165,480.6500244,11.5490036,1,11.5490036,Sample documents\MetLife-Critical-Illness-Policy-Information
GPEND13-05/HH  Page 10,72,83.79599762,480.6500244,11.5490036,1,11.5490036,Sample documents\MetLife-Critical-Illness-Policy-Information
GENERAL PROVISIONS (Continued) Information Needed and Policy Administration,72,95.34500122,227,47.5,2,23.75,Sample documents\MetLife-Critical-Illness-Policy-Information
All information necessary to compute Premiums and carry out the terms of this policy will be provided by the Policyholder to MetLife.  Such information:,72,142.8450012,474.2999878,45.8999939,2,22.94999695,Sample documents\MetLife-Critical-Illness-Policy-Information
• Will be provided in a timely manner and in a format as agreed to by MetLife and the Policyholder;,81,188.7449951,471.6500244,11.49899292,1,11.49899292,Sample documents\MetLife-Critical-Illness-Policy-Information
"• Will be provided, maintained and administered as agreed to in Writing by MetLife and the Policyholder; and",81,200.2440033,467.5499878,27.34999084,2,13.67499542,Sample documents\MetLife-Critical-Illness-Policy-Information
"• If maintained by the Policyholder, may be examined by MetLife at any reasonable time.",81,227.5939941,471.6500244,13.19900513,1,13.19900513,Sample documents\MetLife-Critical-Illness-Policy-Information
"If MetLife or the Policyholder makes a clerical error in keeping or providing the information, the Premium and/or benefits will be adjusted as warranted, according to the correct information.  An error will not end insurance validly in effect, nor will it continue insurance validly ended or create insurance coverage where no coverage existed.",72,240.7929993,477.2999878,60.3500061,4,15.08750153,Sample documents\MetLife-Critical-Illness-Policy-Information
Any act undertaken by the Policyholder that relates to the insurance provided under this policy must be consistent with the terms of such insurance and with MetLife’s requirements; including but not limited to the eligibility requirements of the Policyholder’s plan as set forth in the certificates to this policy.,72,301.1430054,469.9500122,50.29998779,3,16.7666626,Sample documents\MetLife-Critical-Illness-Policy-Information
"Misstatement of Age.  If a Covered Person’s age is misstated, the correct age will be used to determine if insurance is in effect and, as appropriate, adjust the Premium and/or benefits.",72,351.4429932,468.6500244,36.65002441,2,18.32501221,Sample documents\MetLife-Critical-Illness-Policy-Information
Non-Dividend Paying.  This policy does not pay dividends.,72,388.0929871,480.6500244,23.39898682,1,23.39898682,Sample documents\MetLife-Critical-Illness-Policy-Information
"Conformity with Law.  If the terms and provisions of this policy do not conform to any applicable law, this policy shall be interpreted to so conform.",72,411.4920044,465.8499756,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
"Standard of Time. All coverage becomes effective and terminates at 12:01 A.M. Eastern Standard Time, or at 12:01 A.M. Eastern Daylight Time if Daylight Saving Time is then being observed.",72,446.3420105,475.0499878,34.8500061,2,17.42500305,Sample documents\MetLife-Critical-Illness-Policy-Information
GPNP07-CI,72,49.19900131,480.6500244,11.49900055,1,11.49900055,Sample documents\MetLife-Critical-Illness-Policy-Information
gen pro,72,60.69800186,480.6500244,11.54899979,1,11.54899979,Sample documents\MetLife-Critical-Illness-Policy-Information
as endorsed by,72,72.24700165,480.6500244,11.5490036,1,11.5490036,Sample documents\MetLife-Critical-Illness-Policy-Information
GPEND13-05/HH  Page 11,72,83.79599762,480.6500244,11.5490036,1,11.5490036,Sample documents\MetLife-Critical-Illness-Policy-Information
SCHEDULE OF EXHIBITS,72,49.19900131,465.2999878,59.19900131,1,59.19900131,Sample documents\MetLife-Critical-Illness-Policy-Information
This document was truncated here because it was created in the Evaluation Mode.,72,122.1969986,455.2999878,13.7990036,1,13.7990036,Sample documents\MetLife-Critical-Illness-Policy-Information
This document was truncated here because it was created in the Evaluation Mode.,72,135.9960022,455.2999878,13.79899597,1,13.79899597,Sample documents\MetLife-Critical-Illness-Policy-Information
"Created with an evaluation copy of Aspose.Words. To remove all limitations, you can use Free Temporary License https://products.aspose.com/words/temporary-license/",70.5,72,486.0999756,27.5980072,2,13.7990036,Sample documents\MetLife-Summary
Explore the coverage that makes it easy to give yourself and your loved ones more security today…and in the future.,85.5,130.8480072,475.25,32.19799805,2,16.09899902,Sample documents\MetLife-Summary
Supplemental Term Life Insurance Coverage Options,72,163.0460052,494.5999756,28.24900818,1,28.24900818,Sample documents\MetLife-Summary
"* Spouse/Domestic Partner benefit amount can not exceed 100% of employee’s Supplemental benefit amount. **Child(ren)’s Eligibility: Dependent children ages from 14 days to 26 years old, are eligible for coverage.",72,281.1950073,354.0499878,25.3999939,2,12.69999695,Sample documents\MetLife-Summary
Monthly Costs for Supplemental Term Life Insurance,72,306.5950012,494.5999756,24.84899902,1,24.84899902,Sample documents\MetLife-Summary
You have the option to purchase Supplemental Term Life Insurance. Listed below are your monthly rates (based on your age and the amount of coverage you want). Rates to cover your spouse/domestic partner and your child(ren) are also shown.,72,331.4440002,477.0999756,44.6499939,3,14.8833313,Sample documents\MetLife-Summary
† Covers all eligible children,72,614.3439941,494.5999756,8.398986816,1,8.398986816,Sample documents\MetLife-Summary
"Use the table below to calculate your premium based on the amount of life insurance you will need. Example: $100,000 Supplemental Life Coverage",72,622.742981,450.7999878,36.49804688,2,18.24902344,Sample documents\MetLife-Summary
Repeat the three easy steps above to determine the cost for each coverage selected.,72,72,494.5999756,11.49900055,1,11.49900055,Sample documents\MetLife-Summary
Features,72,83.49900055,494.5999756,28.24900055,1,28.24900055,Sample documents\MetLife-Summary
This insurance offering from your employer and MetLife comes with a variety of added features that can provide assistance to you and your family members today and during a difficult time.,72,111.7480011,486.25,34.397995,2,17.1989975,Sample documents\MetLife-Summary
Accelerated Benefits Option1,72,146.1459961,494.5999756,32.25,1,32.25,Sample documents\MetLife-Summary
For access to funds during a difficult time,72,178.3959961,494.5999756,11.74899292,1,11.74899292,Sample documents\MetLife-Summary
"You can receive up to 80% of your Supplemental Term Life insurance proceeds to a maximum of $500,000 in the event that you become terminally ill and are diagnosed with less than12 months to live.  This can go a long way toward helping your family meet medical and other related expenses at this difficult time.  The Accelerated Benefit Option is also available to spouses insured under Dependent Life insurance plans. This option is not available for dependent child coverage.",72,190.1450043,483.5999756,68.94499207,5,13.78899841,Sample documents\MetLife-Summary
Conversion,72,259.0899963,494.5999756,39.84899902,1,39.84899902,Sample documents\MetLife-Summary
For protection after your coverage terminates,72,298.9389954,494.5999756,11.79901123,1,11.79901123,Sample documents\MetLife-Summary
"You can generally convert your Group Term Life insurance benefits to an Individual Whole Life insurance policy if your coverage terminates in whole or in part due to your retirement, termination of employment, or, a change in your employee class. Conversion is available on all Group Life insurance coverages.",72,310.7380066,492.9500122,45.8999939,3,15.29999797,Sample documents\MetLife-Summary
Waiver of Premiums for Total Disability (Continued Protection),72,356.6380005,494.5999756,39.89898682,1,39.89898682,Sample documents\MetLife-Summary
Offering continued coverage when you need it most,72,396.5369873,494.5999756,11.79901123,1,11.79901123,Sample documents\MetLife-Summary
"You may be eligible for waiver of your Supplemental Term Life insurance premium until you reach age 65, die or recover from your disability, whichever is sooner, should you become unable to work due to total disability.  Total disability or totally disabled means your inability to do your job and any other job for which you are fit by education, training or experience, due to injury or sickness.  The total disability must begin before age 60, and your waiver will begin after you have satisfied a 9-month waiting period.  The Waiver of Premium will end on the earliest of your turning age 65, death or recovery.  Please note that this benefit is available after you have participated in the Supplemental Term Life Plan for one year and it is only available to you.  This one-year requirement applies to new participants in the plan.",72,408.3359985,484.0999756,103.3999939,8,12.92499924,Sample documents\MetLife-Summary
Portability,72,511.7359924,494.5999756,39.89901733,1,39.89901733,Sample documents\MetLife-Summary
So you can keep your coverage even if you leave your current employer,72,551.6350098,494.5999756,11.79901123,1,11.79901123,Sample documents\MetLife-Summary
"Should you leave The University of North Carolina at Chapel Hill for any reason, and your Supplemental Term Life insurance under this plan terminates, you will have an opportunity to continue group term coverage (“portability”) under a different policy, subject to plan design and state availability.  Rates will be based on the experience of the ported group and MetLife will bill you directly. Rates may be higher than your current rates. To take advantage of this feature, you must have coverage of at least $10,000 up to a maximum of $2,000,000.",72,563.434021,482.5999756,80.39996338,6,13.3999939,Sample documents\MetLife-Summary
"Generally, there is no minimum time for you to be covered by the plan before you can take advantage of the portability feature.  Please see your plan administrator or certificate for specific details.",72,643.8339844,489.2000122,34.59802246,2,17.29901123,Sample documents\MetLife-Summary
"Please note that if you experience an event that makes you eligible for portable coverage, please call a MetLife representative at 1-888-252-3607or contact your plan administrator for more information.",72,678.4320068,467.5999756,23.97302246,2,11.98651123,Sample documents\MetLife-Summary
Will Preparation Service2,72,72,494.5999756,657.8050537,2,328.9025269,Sample documents\MetLife-Summary
To help ensure your decisions are carried out,72,99.40000153,494.5999756,11.89900208,1,11.89900208,Sample documents\MetLife-Summary
"Like life insurance, a carefully prepared Will (Simple, Complex or Living) along with a Power of Attorney are important.  With a Will, you can define your most important decisions such as who will care for your children or inherit your property.",72,111.2990036,487.0999756,40.09999847,3,13.36666616,Sample documents\MetLife-Summary
Living Will:,72,151.3990021,494.5999756,11.84899902,1,11.84899902,Sample documents\MetLife-Summary
"• Ensures your wishes are carried out, and protects your loved ones from making these very difficult and personal medical decisions by themselves.",108,163.2480011,431,23,2,11.5,Sample documents\MetLife-Summary
"• Also called an “advanced directive,” it is a document authorized by statutes in all states. A person appoints someone as his/her proxy or representative to make decisions on maintaining extraordinary life-support if the person should become  incapacitated so that he or she is unable to  communicate his or her wishes",108,186.2480011,448.0999756,45.99598694,4,11.49899673,Sample documents\MetLife-Summary
Power of Attorney:,72,232.2440033,494.5999756,11.74899292,1,11.74899292,Sample documents\MetLife-Summary
• Allows you to plan ahead by designating someone you know and trust to act on your behalf in the event of unexpected occurrences or if you become incapacitated. It is a written document that grants an individual the power to act on the grantor’s behalf.,108,243.9929962,443.75,34.55000305,3,11.51666768,Sample documents\MetLife-Summary
"By enrolling for Supplemental Term Life coverage, you will have access to Hyatt Legal Plans’ network of 12,000 participating attorneys. When you enroll in this plan, you may take advantage face-to-face access to a participating plan attorney to prepare or update a will, living will or powers of attorney.*   When you use a participating plan attorney there will be no charge for the services.  To obtain the legal plan’s toll-free number and your company’s group access number, please contact your employer or your plan administrator for this information.",72,278.5429993,484.5999756,80.59399414,6,13.43233236,Sample documents\MetLife-Summary
* You also have the flexibility of using an attorney who is not participating in the Hyatt Legal Plans’ network and being reimbursed for covered services according to a set fee schedule.  In that case you will be responsible for any attorney’s fees that exceed the reimbursed amount.,72,359.1369934,480,44.09701538,3,14.69900513,Sample documents\MetLife-Summary
